Order_ID,Order_Date,Region,Category,Sub_Category,Customer_Gender,Quantity,Unit_Price,Sales_Amount
1075,2023-03-16,North,Furniture,Laptop,Male,5,4906,24530
1076,2023-03-17,South,Electronics,Jeans,Male,5,707,3535
1077,2023-03-18,West,Furniture,Chair,Female,5,3165,15825
1078,2023-03-19,West,Clothing,Chair,Male,3,2993,8979
1079,2023-03-20,East,Clothing,Chair,Male,4,1132,4528
1080,2023-03-21,West,Clothing,Jeans,Female,3,2602,7806
1081,2023-03-22,East,Electronics,Chair,Male,1,3459,3459
1082,2023-03-23,West,Furniture,Table,Female,5,3583,17915
1083,2023-03-24,North,Furniture,Shirt,Female,3,2431,7293
1084,2023-03-25,West,Furniture,Laptop,Female,3,4219,12657
1085,2023-03-26,East,Clothing,Laptop,Female,1,3062,3062
1086,2023-03-27,East,Electronics,Jeans,Female,2,2179,4358
1087,2023-03-28,South,Clothing,Chair,Female,4,736,2944
1088,2023-03-29,North,Clothing,Chair,Female,2,4943,9886
1089,2023-03-30,West,Furniture,Mobile,Female,5,2040,10200
1090,2023-03-31,South,Clothing,Shirt,Male,3,4443,13329
1091,2023-04-01,West,Furniture,Table,Male,1,863,863
1092,2023-04-02,West,Electronics,Laptop,Male,1,2868,2868
1093,2023-04-03,South,Furniture,Mobile,Male,4,785,3140
1094,2023-04-04,South,Electronics,Mobile,Female,2,648,1296
1095,2023-04-05,South,Furniture,Jeans,Male,4,4537,18148
1096,2023-04-06,South,Clothing,Laptop,Female,3,2266,6798
1097,2023-04-07,South,Clothing,Jeans,Male,4,1512,6048
1098,2023-04-08,West,Electronics,Table,Male,1,3331,3331
1099,2023-04-09,South,Electronics,Mobile,Male,1,3007,3007
1100,2023-04-10,North,Electronics,Mobile,Female,5,2023,10115
1101,2023-04-11,East,Furniture,Shirt,Male,5,3285,16425
1102,2023-04-12,South,Furniture,Table,Female,3,3056,9168
1103,2023-04-13,South,Electronics,Mobile,Female,2,4225,8450
1104,2023-04-14,West,Clothing,Table,Male,4,2101,8404
1105,2023-04-15,South,Furniture,Laptop,Male,3,2908,8724
1106,2023-04-16,South,Furniture,Chair,Male,5,840,4200
1107,2023-04-17,South,Furniture,Mobile,Female,4,3317,13268
1108,2023-04-18,West,Electronics,Shirt,Male,5,2996,14980
1109,2023-04-19,South,Electronics,Laptop,Female,4,2225,8900
1110,2023-04-20,East,Electronics,Table,Female,2,2189,4378
1111,2023-04-21,West,Electronics,Jeans,Male,3,3767,11301
1112,2023-04-22,East,Electronics,Laptop,Male,4,4906,19624
1113,2023-04-23,West,Clothing,Mobile,Female,1,761,761
1114,2023-04-24,South,Clothing,Table,Female,1,1942,1942
1115,2023-04-25,East,Electronics,Chair,Female,4,905,3620
1116,2023-04-26,West,Furniture,Laptop,Male,4,2690,10760
1117,2023-04-27,North,Electronics,Mobile,Female,4,4937,19748
1118,2023-04-28,South,Clothing,Shirt,Male,1,743,743
1119,2023-04-29,West,Clothing,Jeans,Female,1,4607,4607
1120,2023-04-30,North,Furniture,Table,Female,4,1060,4240
1121,2023-05-01,West,Clothing,Laptop,Male,5,4637,23185
1122,2023-05-02,North,Electronics,Laptop,Female,5,3225,16125
1123,2023-05-03,South,Furniture,Chair,Male,2,1093,2186
1124,2023-05-04,East,Electronics,Chair,Male,3,2326,6978
1125,2023-05-05,North,Electronics,Shirt,Female,5,3729,18645
1126,2023-05-06,West,Furniture,Jeans,Male,1,3787,3787
1127,2023-05-07,South,Electronics,Shirt,Male,5,4573,22865
1128,2023-05-08,North,Clothing,Mobile,Female,2,633,1266
1129,2023-05-09,West,Electronics,Mobile,Male,2,3638,7276
1130,2023-05-10,West,Furniture,Shirt,Male,3,4419,13257
1131,2023-05-11,West,Furniture,Jeans,Male,5,572,2860
1132,2023-05-12,North,Furniture,Shirt,Female,1,4994,4994
1133,2023-05-13,North,Electronics,Jeans,Male,1,4725,4725
1134,2023-05-14,North,Furniture,Jeans,Female,4,3478,13912
1135,2023-05-15,East,Furniture,Table,Female,1,4861,4861
1136,2023-05-16,North,Electronics,Jeans,Male,3,2485,7455
1137,2023-05-17,North,Clothing,Chair,Male,3,1292,3876
1138,2023-05-18,North,Electronics,Jeans,Male,1,4759,4759
1139,2023-05-19,East,Furniture,Jeans,Female,1,594,594
1140,2023-05-20,North,Furniture,Jeans,Male,4,1633,6532
1141,2023-05-21,West,Electronics,Mobile,Male,1,737,737
1142,2023-05-22,North,Clothing,Chair,Male,4,3446,13784
1143,2023-05-23,West,Furniture,Chair,Male,4,3030,12120
1144,2023-05-24,West,Furniture,Shirt,Male,1,2460,2460
1145,2023-05-25,West,Furniture,Table,Female,2,1548,3096
1146,2023-05-26,East,Electronics,Jeans,Female,2,3029,6058
1147,2023-05-27,East,Furniture,Laptop,Male,4,3464,13856
1148,2023-05-28,East,Clothing,Table,Male,1,1463,1463
1149,2023-05-29,North,Furniture,Table,Male,2,1036,2072
1150,2023-05-30,West,Furniture,Chair,Male,1,4723,4723
1151,2023-05-31,East,Clothing,Table,Female,1,4179,4179
1152,2023-06-01,East,Furniture,Jeans,Male,1,4687,4687
1153,2023-06-02,North,Electronics,Jeans,Female,5,4224,21120
1154,2023-06-03,East,Electronics,Mobile,Female,1,1042,1042
1155,2023-06-04,North,Electronics,Jeans,Male,5,1345,6725
1156,2023-06-05,South,Clothing,Jeans,Female,4,4103,16412
1157,2023-06-06,East,Furniture,Chair,Female,2,3536,7072
1158,2023-06-07,South,Electronics,Jeans,Female,2,2994,5988
1159,2023-06-08,North,Clothing,Mobile,Female,2,4985,9970
1160,2023-06-09,West,Furniture,Laptop,Male,2,3219,6438
1161,2023-06-10,East,Clothing,Chair,Male,2,2384,4768
1162,2023-06-11,North,Electronics,Laptop,Female,2,4638,9276
1163,2023-06-12,West,Electronics,Chair,Male,2,4849,9698
1164,2023-06-13,West,Electronics,Shirt,Male,4,3701,14804
1165,2023-06-14,South,Clothing,Table,Male,1,3210,3210
1166,2023-06-15,North,Clothing,Shirt,Male,3,2453,7359
1167,2023-06-16,West,Electronics,Jeans,Male,5,4350,21750
1168,2023-06-17,East,Clothing,Laptop,Female,3,1189,3567
1169,2023-06-18,East,Electronics,Jeans,Male,3,2450,7350
1170,2023-06-19,South,Electronics,Table,Male,1,956,956
1171,2023-06-20,West,Furniture,Chair,Male,1,2630,2630
1172,2023-06-21,North,Clothing,Table,Male,1,4476,4476
1173,2023-06-22,East,Electronics,Mobile,Female,2,4744,9488
1174,2023-06-23,West,Electronics,Table,Female,4,1679,6716
1175,2023-06-24,West,Clothing,Mobile,Female,2,4785,9570
1176,2023-06-25,South,Furniture,Table,Female,4,4065,16260
1177,2023-06-26,East,Furniture,Mobile,Male,4,1382,5528
1178,2023-06-27,East,Electronics,Laptop,Female,3,899,2697
1179,2023-06-28,North,Clothing,Jeans,Male,3,1108,3324
1180,2023-06-29,East,Furniture,Jeans,Male,4,2138,8552
1181,2023-06-30,North,Clothing,Shirt,Male,4,2648,10592
1182,2023-07-01,East,Clothing,Jeans,Male,2,1882,3764
1183,2023-07-02,South,Electronics,Chair,Male,2,1903,3806
1184,2023-07-03,East,Furniture,Table,Female,3,1319,3957
1185,2023-07-04,North,Electronics,Shirt,Female,1,3792,3792
1186,2023-07-05,North,Furniture,Chair,Female,4,1319,5276
1187,2023-07-06,South,Furniture,Chair,Female,2,919,1838
1188,2023-07-07,East,Furniture,Mobile,Male,3,4719,14157
1189,2023-07-08,East,Furniture,Jeans,Female,2,3802,7604
1190,2023-07-09,South,Furniture,Laptop,Male,4,2008,8032
1191,2023-07-10,East,Clothing,Laptop,Female,4,1267,5068
1192,2023-07-11,East,Electronics,Shirt,Male,5,2544,12720
1193,2023-07-12,North,Clothing,Laptop,Male,1,2639,2639
1194,2023-07-13,East,Furniture,Table,Female,5,3529,17645
1195,2023-07-14,East,Electronics,Laptop,Male,3,2049,6147
1196,2023-07-15,South,Furniture,Shirt,Male,2,2264,4528
1197,2023-07-16,South,Electronics,Laptop,Female,3,3145,9435
1198,2023-07-17,West,Clothing,Table,Male,4,4216,16864
1199,2023-07-18,North,Electronics,Mobile,Female,5,4981,24905
1200,2023-07-19,East,Electronics,Shirt,Female,5,2793,13965
1201,2023-07-20,East,Electronics,Mobile,Female,5,3208,16040
1202,2023-07-21,West,Electronics,Mobile,Male,3,1400,4200
1203,2023-07-22,East,Electronics,Mobile,Male,4,3584,14336
1204,2023-07-23,North,Furniture,Chair,Male,2,2509,5018
1205,2023-07-24,West,Electronics,Jeans,Female,2,741,1482
1206,2023-07-25,North,Electronics,Chair,Male,3,2885,8655
1207,2023-07-26,West,Clothing,Jeans,Female,5,4768,23840
1208,2023-07-27,West,Electronics,Mobile,Female,1,1171,1171
1209,2023-07-28,South,Clothing,Shirt,Male,3,663,1989
1210,2023-07-29,North,Furniture,Jeans,Female,3,964,2892
1211,2023-07-30,East,Electronics,Table,Male,4,3542,14168
1212,2023-07-31,East,Clothing,Table,Male,2,2942,5884
1213,2023-08-01,North,Clothing,Laptop,Male,3,2855,8565
1214,2023-08-02,East,Furniture,Jeans,Male,3,4778,14334
1215,2023-08-03,East,Electronics,Shirt,Male,5,3057,15285
1216,2023-08-04,North,Electronics,Chair,Female,5,1045,5225
1217,2023-08-05,West,Clothing,Mobile,Female,1,4335,4335
1218,2023-08-06,North,Electronics,Laptop,Female,4,1093,4372
1219,2023-08-07,West,Clothing,Table,Male,1,4304,4304
1220,2023-08-08,East,Electronics,Chair,Male,5,1959,9795
1221,2023-08-09,East,Clothing,Chair,Male,2,3993,7986
1222,2023-08-10,East,Electronics,Mobile,Female,5,3101,15505
1223,2023-08-11,South,Furniture,Jeans,Male,4,2944,11776
1224,2023-08-12,West,Electronics,Table,Female,5,3172,15860
1225,2023-08-13,South,Electronics,Shirt,Female,4,4700,18800
1226,2023-08-14,South,Furniture,Chair,Male,4,516,2064
1227,2023-08-15,North,Electronics,Mobile,Male,4,3691,14764
1228,2023-08-16,South,Furniture,Shirt,Female,4,892,3568
1229,2023-08-17,North,Electronics,Jeans,Male,4,924,3696
1230,2023-08-18,North,Clothing,Table,Female,2,1071,2142
1231,2023-08-19,South,Clothing,Jeans,Male,1,4131,4131
1232,2023-08-20,West,Electronics,Chair,Male,3,1620,4860
1233,2023-08-21,West,Electronics,Shirt,Female,1,741,741
1234,2023-08-22,West,Electronics,Shirt,Male,4,4397,17588
1235,2023-08-23,West,Clothing,Shirt,Female,2,4595,9190
1236,2023-08-24,West,Electronics,Chair,Male,5,2779,13895
1237,2023-08-25,South,Clothing,Chair,Female,2,1288,2576
1238,2023-08-26,South,Furniture,Jeans,Female,4,1214,4856
1239,2023-08-27,East,Clothing,Laptop,Male,2,3349,6698
1240,2023-08-28,West,Clothing,Jeans,Female,2,1275,2550
1241,2023-08-29,South,Furniture,Table,Male,4,4526,18104
1242,2023-08-30,East,Clothing,Mobile,Male,2,2747,5494
1243,2023-08-31,West,Electronics,Shirt,Male,3,578,1734
1244,2023-09-01,North,Electronics,Laptop,Female,3,4426,13278
1245,2023-09-02,East,Clothing,Mobile,Female,2,1355,2710
1246,2023-09-03,South,Electronics,Laptop,Male,5,2648,13240
1247,2023-09-04,North,Clothing,Jeans,Male,4,1531,6124
1248,2023-09-05,North,Electronics,Chair,Female,3,3771,11313
1249,2023-09-06,North,Electronics,Shirt,Male,5,4076,20380
1250,2023-09-07,East,Clothing,Jeans,Male,2,4682,9364
1251,2023-09-08,South,Electronics,Mobile,Female,5,3956,19780
1252,2023-09-09,North,Clothing,Mobile,Male,1,4006,4006
1253,2023-09-10,West,Electronics,Mobile,Female,3,907,2721
1254,2023-09-11,North,Electronics,Mobile,Male,2,3211,6422
1255,2023-09-12,North,Furniture,Mobile,Female,4,3588,14352
1256,2023-09-13,East,Furniture,Laptop,Male,2,2168,4336
1257,2023-09-14,East,Clothing,Jeans,Male,4,647,2588
1258,2023-09-15,South,Furniture,Shirt,Female,2,4827,9654
1259,2023-09-16,West,Clothing,Chair,Male,5,4397,21985
1260,2023-09-17,East,Furniture,Chair,Female,5,2450,12250
1261,2023-09-18,North,Electronics,Jeans,Male,5,865,4325
1262,2023-09-19,South,Clothing,Jeans,Female,1,2174,2174
1263,2023-09-20,North,Clothing,Chair,Female,4,4994,19976
1264,2023-09-21,North,Electronics,Chair,Female,5,3046,15230
1265,2023-09-22,East,Clothing,Laptop,Female,1,1062,1062
1266,2023-09-23,South,Clothing,Table,Male,4,4062,16248
1267,2023-09-24,West,Furniture,Shirt,Male,2,2989,5978
1268,2023-09-25,West,Clothing,Mobile,Female,1,1272,1272
1269,2023-09-26,East,Electronics,Table,Female,3,2537,7611
1270,2023-09-27,East,Furniture,Jeans,Female,1,3923,3923
1271,2023-09-28,South,Furniture,Chair,Male,1,3067,3067
1272,2023-09-29,West,Electronics,Table,Male,4,2073,8292
1273,2023-09-30,West,Electronics,Shirt,Male,2,4194,8388
1274,2023-10-01,West,Furniture,Jeans,Male,3,3791,11373
1275,2023-10-02,North,Clothing,Mobile,Female,5,1746,8730
1276,2023-10-03,West,Furniture,Mobile,Female,5,4219,21095
1277,2023-10-04,North,Electronics,Shirt,Female,1,4339,4339
1278,2023-10-05,South,Furniture,Shirt,Male,4,859,3436
1279,2023-10-06,North,Electronics,Chair,Male,4,2876,11504
1280,2023-10-07,South,Furniture,Mobile,Male,5,3509,17545
1281,2023-10-08,West,Clothing,Jeans,Female,3,3493,10479
1282,2023-10-09,West,Furniture,Table,Female,2,1462,2924
1283,2023-10-10,South,Furniture,Jeans,Male,3,4132,12396
1284,2023-10-11,East,Electronics,Laptop,Female,2,2327,4654
1285,2023-10-12,South,Electronics,Laptop,Male,5,2113,10565
1286,2023-10-13,East,Electronics,Shirt,Male,2,2140,4280
1287,2023-10-14,North,Furniture,Chair,Female,4,2716,10864
1288,2023-10-15,North,Clothing,Laptop,Male,1,4812,4812
1289,2023-10-16,North,Electronics,Mobile,Female,1,877,877
1290,2023-10-17,West,Electronics,Jeans,Male,5,4714,23570
1291,2023-10-18,North,Furniture,Jeans,Female,4,4785,19140
1292,2023-10-19,East,Electronics,Shirt,Female,3,869,2607
1293,2023-10-20,North,Clothing,Table,Female,4,2696,10784
1294,2023-10-21,South,Clothing,Shirt,Male,1,4247,4247
1295,2023-10-22,South,Electronics,Table,Male,1,1151,1151
1296,2023-10-23,West,Electronics,Shirt,Female,4,1269,5076
1297,2023-10-24,South,Furniture,Shirt,Female,4,2921,11684
1298,2023-10-25,East,Clothing,Shirt,Male,1,1280,1280
1299,2023-10-26,North,Clothing,Table,Male,3,2216,6648
1300,2023-10-27,West,Electronics,Table,Male,5,4483,22415
1301,2023-10-28,North,Furniture,Shirt,Female,5,1811,9055
1302,2023-10-29,North,Clothing,Laptop,Male,4,3859,15436
1303,2023-10-30,East,Clothing,Chair,Male,5,1022,5110
1304,2023-10-31,South,Furniture,Chair,Female,1,1021,1021
1305,2023-11-01,South,Furniture,Chair,Male,1,2820,2820
1306,2023-11-02,North,Clothing,Table,Male,4,1435,5740
1307,2023-11-03,West,Clothing,Table,Male,4,2730,10920
1308,2023-11-04,South,Furniture,Laptop,Female,4,4540,18160
1309,2023-11-05,West,Clothing,Chair,Female,3,4197,12591
1310,2023-11-06,South,Electronics,Chair,Female,5,3337,16685
1311,2023-11-07,West,Electronics,Shirt,Female,4,4583,18332
1312,2023-11-08,East,Furniture,Table,Female,2,2961,5922
1313,2023-11-09,West,Furniture,Chair,Female,2,3743,7486
1314,2023-11-10,East,Furniture,Jeans,Female,1,3859,3859
1315,2023-11-11,East,Electronics,Laptop,Male,5,1185,5925
1316,2023-11-12,West,Clothing,Jeans,Male,4,2660,10640
1317,2023-11-13,East,Electronics,Jeans,Female,2,4488,8976
1318,2023-11-14,North,Clothing,Laptop,Male,5,4566,22830
1319,2023-11-15,East,Electronics,Jeans,Male,1,2067,2067
1320,2023-11-16,South,Clothing,Chair,Female,3,538,1614
1321,2023-11-17,West,Electronics,Table,Male,5,3044,15220
1322,2023-11-18,North,Furniture,Laptop,Male,5,1756,8780
1323,2023-11-19,West,Electronics,Shirt,Male,3,3490,10470
1324,2023-11-20,South,Clothing,Jeans,Male,5,2696,13480
1325,2023-11-21,South,Electronics,Laptop,Male,1,3968,3968
1326,2023-11-22,South,Electronics,Mobile,Female,1,3208,3208
1327,2023-11-23,East,Electronics,Mobile,Female,3,801,2403
1328,2023-11-24,East,Furniture,Table,Female,4,1146,4584
1329,2023-11-25,West,Electronics,Chair,Male,2,2259,4518
1330,2023-11-26,West,Furniture,Table,Female,4,4851,19404
1331,2023-11-27,North,Furniture,Table,Male,5,1097,5485
1332,2023-11-28,North,Electronics,Table,Male,2,1161,2322
1333,2023-11-29,West,Electronics,Table,Male,3,4830,14490
1334,2023-11-30,East,Electronics,Shirt,Male,3,1868,5604
1335,2023-12-01,South,Clothing,Shirt,Female,2,3081,6162
1336,2023-12-02,West,Electronics,Laptop,Female,1,4368,4368
1337,2023-12-03,North,Furniture,Mobile,Male,2,4037,8074
1338,2023-12-04,East,Electronics,Table,Female,5,4808,24040
1339,2023-12-05,West,Clothing,Laptop,Male,1,782,782
1340,2023-12-06,West,Electronics,Mobile,Female,3,4178,12534
1341,2023-12-07,East,Clothing,Jeans,Female,2,1986,3972
1342,2023-12-08,West,Clothing,Chair,Male,4,4582,18328
1343,2023-12-09,East,Electronics,Shirt,Female,4,4683,18732
1344,2023-12-10,South,Furniture,Jeans,Male,5,960,4800
1345,2023-12-11,East,Clothing,Mobile,Female,4,2825,11300
1346,2023-12-12,East,Electronics,Jeans,Male,2,4254,8508
1347,2023-12-13,East,Electronics,Chair,Male,2,2968,5936
1348,2023-12-14,West,Furniture,Mobile,Female,4,2224,8896
1349,2023-12-15,West,Clothing,Jeans,Female,2,1876,3752
1350,2023-12-16,East,Clothing,Shirt,Male,5,3243,16215
1351,2023-12-17,West,Electronics,Shirt,Female,1,1014,1014
1352,2023-12-18,North,Electronics,Laptop,Female,5,1202,6010
1353,2023-12-19,North,Furniture,Jeans,Male,5,2153,10765
1354,2023-12-20,West,Furniture,Table,Male,2,2566,5132
1355,2023-12-21,West,Clothing,Jeans,Female,1,522,522
1356,2023-12-22,East,Clothing,Mobile,Male,2,2960,5920
1357,2023-12-23,South,Electronics,Mobile,Male,3,1804,5412
1358,2023-12-24,West,Clothing,Jeans,Male,2,3800,7600
1359,2023-12-25,North,Furniture,Chair,Female,2,861,1722
1360,2023-12-26,East,Furniture,Shirt,Female,2,4227,8454
1361,2023-12-27,West,Electronics,Mobile,Male,1,1784,1784
1362,2023-12-28,North,Furniture,Shirt,Female,2,1014,2028
1363,2023-12-29,North,Furniture,Mobile,Male,1,948,948
1364,2023-12-30,South,Furniture,Laptop,Female,4,2355,9420
1365,2023-12-31,East,Furniture,Table,Male,3,4062,12186
1366,2024-01-01,East,Electronics,Mobile,Male,1,3020,3020
1367,2024-01-02,South,Electronics,Shirt,Female,4,3581,14324
1368,2024-01-03,South,Clothing,Laptop,Male,1,1928,1928
1369,2024-01-04,East,Furniture,Mobile,Female,1,4467,4467
1370,2024-01-05,East,Clothing,Chair,Female,3,1422,4266
1371,2024-01-06,West,Electronics,Table,Male,5,3637,18185
1372,2024-01-07,West,Electronics,Mobile,Male,5,2659,13295
1373,2024-01-08,South,Electronics,Laptop,Female,1,3047,3047
1374,2024-01-09,West,Electronics,Chair,Male,2,3479,6958
1375,2024-01-10,North,Electronics,Jeans,Male,4,2781,11124
1376,2024-01-11,West,Electronics,Laptop,Male,2,3149,6298
1377,2024-01-12,West,Electronics,Laptop,Male,2,813,1626
1378,2024-01-13,North,Furniture,Chair,Male,1,3113,3113
1379,2024-01-14,South,Clothing,Laptop,Female,1,3583,3583
1380,2024-01-15,North,Electronics,Chair,Female,1,2756,2756
1381,2024-01-16,West,Furniture,Mobile,Male,1,1537,1537
1382,2024-01-17,South,Furniture,Chair,Male,5,3989,19945
1383,2024-01-18,West,Clothing,Chair,Male,1,3134,3134
1384,2024-01-19,North,Electronics,Table,Female,5,4483,22415
1385,2024-01-20,North,Clothing,Chair,Male,5,2278,11390
1386,2024-01-21,West,Electronics,Chair,Female,1,4395,4395
1387,2024-01-22,East,Furniture,Jeans,Female,3,1624,4872
1388,2024-01-23,East,Furniture,Mobile,Female,4,1197,4788
1389,2024-01-24,North,Furniture,Table,Male,2,2679,5358
1390,2024-01-25,North,Furniture,Jeans,Female,5,1904,9520
1391,2024-01-26,East,Clothing,Shirt,Male,4,1543,6172
1392,2024-01-27,East,Electronics,Mobile,Female,3,2429,7287
1393,2024-01-28,West,Electronics,Mobile,Male,2,1513,3026
1394,2024-01-29,West,Clothing,Shirt,Female,2,726,1452
1395,2024-01-30,East,Electronics,Chair,Male,5,2328,11640
1396,2024-01-31,West,Furniture,Jeans,Female,1,2523,2523
1397,2024-02-01,West,Electronics,Laptop,Male,3,2952,8856
1398,2024-02-02,South,Furniture,Table,Male,5,2585,12925
1399,2024-02-03,West,Clothing,Laptop,Male,3,4783,14349
1400,2024-02-04,North,Electronics,Shirt,Male,1,1580,1580
1401,2024-02-05,West,Clothing,Mobile,Female,1,2820,2820
1402,2024-02-06,West,Electronics,Mobile,Female,5,3690,18450
1403,2024-02-07,East,Furniture,Table,Male,1,3130,3130
1404,2024-02-08,North,Clothing,Mobile,Female,4,3063,12252
1405,2024-02-09,West,Electronics,Mobile,Male,2,3792,7584
1406,2024-02-10,West,Furniture,Table,Male,5,4086,20430
1407,2024-02-11,South,Clothing,Jeans,Female,3,4931,14793
1408,2024-02-12,West,Clothing,Jeans,Male,4,3447,13788
1409,2024-02-13,West,Electronics,Table,Male,5,4459,22295
1410,2024-02-14,South,Electronics,Shirt,Female,1,3313,3313
1411,2024-02-15,East,Electronics,Mobile,Male,1,3083,3083
1412,2024-02-16,West,Furniture,Mobile,Male,1,661,661
1413,2024-02-17,South,Electronics,Shirt,Male,1,1093,1093
1414,2024-02-18,North,Clothing,Jeans,Male,3,3759,11277
1415,2024-02-19,East,Clothing,Chair,Female,4,4655,18620
1416,2024-02-20,North,Electronics,Chair,Female,2,3462,6924
1417,2024-02-21,North,Electronics,Chair,Female,3,4388,13164
1418,2024-02-22,South,Clothing,Jeans,Male,3,3890,11670
1419,2024-02-23,West,Furniture,Jeans,Male,2,1163,2326
1420,2024-02-24,South,Electronics,Shirt,Female,2,1632,3264
1421,2024-02-25,South,Electronics,Mobile,Male,1,1041,1041
1422,2024-02-26,South,Clothing,Shirt,Male,3,3474,10422
1423,2024-02-27,South,Electronics,Shirt,Male,5,1367,6835
1424,2024-02-28,East,Furniture,Jeans,Male,2,2566,5132
1425,2024-02-29,West,Clothing,Chair,Female,2,931,1862
1426,2024-03-01,North,Electronics,Laptop,Female,4,4778,19112
1427,2024-03-02,North,Clothing,Mobile,Female,5,1706,8530
1428,2024-03-03,West,Electronics,Jeans,Male,5,3028,15140
1429,2024-03-04,North,Electronics,Chair,Female,2,1669,3338
